Temperatura (K),Magnetizacion
145.301139831543,0.021315344028270223
145.799087524414,0.02124945894629839
146.301864624023,0.02118594812786278
146.801536560059,0.021125048439801557
147.296539306641,0.021062182566347724
147.793815612793,0.020991518146361
148.293754577637,0.020925222624603612
148.793426513672,0.02086753311484028
149.291969299316,0.020798308150786444
149.790512084961,0.02073436833592761
150.290679931641,0.020668682921364447
150.789527893066,0.0206092174138855
151.288131713867,0.02054699297144561
151.789543151855,0.0204839055642255
152.284576416016,0.02042772144755461
152.781578063965,0.02035532716585028
153.28141784668,0.02030403156409
153.778472900391,0.02023582464386789
154.279708862305,0.02018602461482728
154.778656005859,0.020123271745998334
155.278381347656,0.020063137166064
155.778076171875,0.02000823464032139
156.274543762207,0.019946913681143947
156.775177001953,0.019883567793412504
157.277252197266,0.01982526942398167
157.775177001953,0.01977658182677367
158.270835876465,0.01971770213464378
158.771049499512,0.01966169139596228
159.269256591797,0.019606218744620166
159.764739990234,0.01955564225947961
160.267684936523,0.019493470262210502
160.768257141113,0.019432085902639448
161.265632629395,0.019386511054189502
161.764152526855,0.019325464412998004
162.263061523438,0.019265609492128667
162.76350402832,0.019221128734610723
163.262565612793,0.019153211759608393
163.762390136719,0.01910898939343078
164.26001739502,0.01905312186360411
164.760734558105,0.01901151867892267
165.257827758789,0.018948977981104557
165.751678466797,0.018898615046425832
166.25301361084,0.018851305314649944
166.752914428711,0.018799436059303332
167.250816345215,0.01874124414082978
167.75121307373,0.018692391165313557
168.249435424805,0.0186417496778625
168.745933532715,0.01859357953880667
169.246360778809,0.018538123274804388
169.745964050293,0.018487595000878834
170.22631072998,0.018440391295917666
170.612503051758,0.018398447610949834
170.864845275879,0.018343380966485835
171.014801025391,0.018314879735638168
171.071113586426,0.018282020320785
171.020881652832,0.018266487977245945
170.873031616211,0.018251893865949945
170.670928955078,0.01826481198936978
170.459060668945,0.01826368734011639
170.262145996094,0.018258819775244444
170.093635559082,0.018284216842537726
169.958396911621,0.018293264025946446
169.855857849121,0.018303832413134557
169.786979675293,0.018307588614538444
169.750633239746,0.018322944957504278
169.744079589844,0.018322979476629222
169.759216308594,0.01832541320367511
169.786819458008,0.018328888718750946
169.817909240723,0.018325502118857334
169.845199584961,0.01832423816152867
169.866539001465,0.018318406185646282
